"","subj","gender","mem_pre","vis_pre","gdp_pre","cal_pre","mem_post","vis_post","gdp_post","cal_post","avg_pre","avg_post","mem_acc","mem_conf","mem_rt","vis_acc","vis_conf","vis_rt","gdp_acc","gdp_conf","gdp_rt","cal_acc","cal_conf","cal_rt","avg_acc","avg_conf","avg_rt"
"38",38,"Masculin",75,80,65,85,90,60,60,75,76.25,71.25,0.925,5.665,1.46329651900001,0.71,3.865,0.750267602500003,0.724489795918367,4,2.19526272142858,0.656862745098039,5.68627450980392,1.85220661078429,0.754088135254102,4.80406862745098,1.56525836342822
"39",39,"Masculin",90,90,90,90,55,70,55,76,90,64,0.6,5.50251256281407,1.2638676592193,0.765,6.3,0.670334799499983,0.650943396226415,5.07547169811321,1.51248204302614,0.702127659574468,5.69148936170213,1.49370423527864,0.679517763950221,5.64236840565735,1.23509718425602
"40",40,"Feminin",60,68,50,70,40,50,45,60,62,48.75,0.795,4.48,1.75554454399999,0.72,4.19597989949749,0.626362439499974,0.715596330275229,4.12844036697248,2.60148729449312,0.725274725274725,6.28571428571429,2.53840003588411,0.738967763887489,4.77253363804606,1.8804485784693
"41",41,"Masculin",80,90,90,80,70,90,80,70,85,77.5,0.81,4.83422459893048,1.30857967621334,0.725,4.73,0.565090045500006,0.696969696969697,3.85858585858586,1.01525399599878,0.702970297029703,5.7029702970297,0.969035920197086,0.73373499849985,4.78144518863651,0.964489909477304
"42",42,"Masculin",65,80,50,50,60,69,25,85,61.25,59.75,0.745,5.24623115577889,1.42782178049998,0.7,4.62311557788945,0.984577123999973,0.645454545454546,4.41818181818182,1.02683701588531,0.666666666666667,5.34444444444444,1.24975105065425,0.689280303030303,4.90799324907365,1.17224674275988
"43",43,"Feminin",60,60,40,70,10,50,5,50,57.5,28.75,0.545,1.18518518518519,3.0532711533332,0.73,1.855,1.34066896200001,0.711340206185567,1.22680412371134,1.83031285979375,0.718446601941748,2.6504854368932,2.9861835388349,0.676196702031829,1.72936868644743,2.30260912849047
"44",44,"Feminin",80,85,50,65,65,60,50,55,70,57.5,0.72,4.21319796954315,1.74880054900001,0.7,3.96969696969697,0.982262005999984,0.626168224299065,3.80582524271845,1.68666504859815,0.720430107526882,5.20879120879121,2.4525059655914,0.691649582956487,4.29937784768744,1.71755839229739
"45",45,"Feminin",60,80,50,50,60,80,40,70,60,62.5,0.675,4.61,1.19140349350501,0.72,5.265,0.614954909500034,0.712962962962963,5.15740740740741,1.62865174717769,0.717391304347826,5.8695652173913,1.56624547882202,0.706338566827697,5.22549315619968,1.25031390725119
"46",46,"Feminin",55,45,40,45,60,50,35,40,46.25,46.25,0.855,5.26130653266332,1.89730715199999,0.735,3.8894472361809,0.885245110500014,0.742268041237113,3.96875,2.46866113059277,0.737864077669903,4.18627450980392,2.28557193282663,0.767533029726754,4.32644456966204,1.88419633147985
"47",47,"Masculin",70,45,50,33,50,70,60,50,49.5,57.5,0.69,4.16582914572864,2.05619699061723,0.73,5.08,1.1388260525,0.75,5.14583333333333,2.59352504696511,0.663461538461538,4.28846153846154,3.79309019567267,0.708365384615385,4.67003100438088,2.39540957143875
"48",48,"Masculin",7,85,86,80,70,75,50,67,64.5,65.5,0.75,5.35678391959799,1.66477476850001,0.72,5.50753768844221,0.795547469499983,0.747572815533981,5.2621359223301,2.46446196699029,0.721649484536082,5.91752577319588,1.53427689587627,0.734805575017516,5.51099582589154,1.61476527521664
"49",49,"Masculin",80,80,60,60,85,60,65,65,70,68.75,0.875,5.86934673366834,1.75012902626192,0.72,4.29,0.947577918999982,0.717171717171717,4.23232323232323,2.7620018292929,0.584158415841584,5.44554455445545,2.16373333762377,0.724082533253325,4.95930363011176,1.90586052804464
"50",50,"Masculin",75,80,80,75,35,80,65,85,77.5,66.25,0.665,3.86,1.58967911300003,0.72,5.15,0.745978974999983,0.696428571428571,4.50892857142857,2.30390895535716,0.738636363636364,6.01136363636364,2.56437330909093,0.705016233766234,4.88257305194805,1.80098508811203
"51",51,"Feminin",80,80,50,60,60,60,70,50,67.5,60,0.79,5.04522613065327,2.05957410426027,0.745,4.19191919191919,1.398702976,0.712962962962963,5.87735849056604,2.43843929551208,0.728260869565217,5.77777777777778,2.67268075871397,0.744055958132045,5.22307039772907,2.14234928362158
"52",52,"Masculin",80,90,75,75,45,75,80,80,80,70,0.72,3.955,1.58987539100003,0.715,3.875,1.02390592500002,0.690721649484536,4.23711340206186,2.130519987028,0.718446601941748,5.42718446601942,1.59809572004475,0.711042062856571,4.37357446702032,1.5855992557682
"53",54,"Feminin",54,12,64,80,90,62,50,60,52.5,65.5,0.855,5.355,1.62242733700001,0.72,4.52,1.16022781150002,0.683168316831683,2.65346534653465,2.57149961881185,0.717171717171717,4.23232323232323,2.89492253737372,0.74383500850085,4.19019714471447,2.0622693261714
"54",55,"Feminin",70,70,30,50,90,55,55,80,55,70,0.85,5.615,1.38378611880252,0.74,4.66,0.742801929999982,0.715596330275229,4.6697247706422,1.68488098165132,0.703296703296703,5.79120879120879,1.60918149450546,0.752223258392983,5.18398339046275,1.35516263123982
"55",56,"Feminin",60,70,50,60,70,70,40,60,60,60,0.83,4.985,1.84368668800002,0.715,5.245,0.756718298000008,0.762886597938144,3.75257731958763,3.67634475773193,0.747572815533981,5,2.50559610776698,0.763864853368031,4.74564432989691,2.19558646287473
"56",57,"Feminin",90,95,75,89,50,25,50,80,87.25,51.25,0.765,4.25,1.6017247807947,0.74,2.1356783919598,0.940267505999987,0.72972972972973,4.45871559633028,2.51329785019721,0.674157303370786,5.26966292134831,2.10007896772044,0.727221758275129,4.0285142274096,1.78884227617808
"57",58,"Feminin",80,60,70,90,90,60,60,75,75,71.25,0.93,5.65,1.63411184350002,0.7,4.565,0.782342811500012,0.736263736263736,4.18681318681319,2.38389093347782,0.715596330275229,5.75700934579439,2.23288816348799,0.770465016634741,5.0397056331519,1.75830843799146
"58",60,"Feminin",70,84,24,42,67,53,21,64,55,51.25,0.865,5.08542713567839,1.34883839050004,0.72,3.55778894472362,0.870365603500006,0.669565217391304,3.09565217391304,1.3020577573913,0.741176470588235,4.49411764705882,2.02374693882354,0.748935421994885,4.05824647534347,1.38625217255372
"59",61,"Feminin",45,40,65,65,50,55,50,60,53.75,53.75,0.67,4.87437185929648,1.09205813097406,0.71,5.36180904522613,0.606004971999978,0.663461538461538,6.10576923076923,1.94699467403839,0.729166666666667,6.34375,1.51972798958334,0.693157051282051,5.67142503382296,1.29119644164894
"60",62,"Feminin",65,70,60,75,60,80,50,90,67.5,70,0.675,4.23,1.24251678400001,0.715,4.31155778894472,0.989194569499998,0.762376237623762,4.02,1.73113749801981,0.727272727272727,5.94949494949495,1.58681903737373,0.719912241224122,4.62776318460992,1.38741697222339
"61",63,"Feminin",60,40,60,60,50,60,50,50,55,52.5,0.77,4.40201005025126,2.22982894654627,0.72,3.47474747474747,1.0471794785,0.659574468085106,3.82795698924731,4.09137840558091,0.707547169811321,4.24242424242424,5.11001888456372,0.714280409474107,3.98678468916757,3.11960142879773
"62",63,"Feminin",60,40,60,60,50,60,50,50,55,52.5,0.77,4.40201005025126,2.22982894654627,0.72,3.47474747474747,1.0471794785,0.659574468085106,3.82795698924731,4.09137840558091,0.707547169811321,4.24242424242424,5.11001888456372,0.714280409474107,3.98678468916757,3.11960142879773
"63",64,"Feminin",70,58,65,65,50,45,48,65,64.5,52,0.705,3.67,1.68832716900002,0.705,3.11475409836066,1.26027627449999,0.703703703703704,3.47422680412371,2.06591674201253,0.695652173913043,4.59523809523809,1.85704077856112,0.702338969404187,3.71355474943062,1.71789024101842
"64",65,"Feminin",50,60,40,60,60,30,20,40,52.5,37.5,0.83,4.275,1.32773891390927,0.72,2.015,0.843099003999992,0.666666666666667,2.01123595505618,3.28930335568687,0.709090909090909,4.34259259259259,2.78120280823655,0.731439393939394,3.16095713691219,2.06033602045817
"65",66,"Feminin",50,40,40,40,65,55,50,50,42.5,55,0.85,4.66,1.80481904100002,0.715,4.51758793969849,0.886371395000008,0.670103092783505,5.11340206185567,2.03576485773198,0.718446601941748,5.20588235294118,2.13309445825241,0.738387423681313,4.87421808862383,1.7150124379961
"66",67,"Feminin",2,3,2,2,2,2,3,3,2.25,2.5,0.67,4.88888888888889,1.10752949229325,0.74,5.365,0.660780180499989,0.69,4.1,1.40254127999993,0.7,5.33,2.00299956299994,0.7,4.92097222222222,1.29346262894828
"67",68,"Feminin",75,75,50,60,70,65,30,50,65,53.75,0.845,2.8,1.49975166700002,0.72,1.9,0.678948947000005,0.666666666666667,2.19791666666667,2.16347350625005,0.721153846153846,3.04807692307692,1.87772182980772,0.738205128205128,2.4864983974359,1.55497398751445
"68",69,"Feminin",85,93,80,78,50,85,30,40,84,51.25,0.785,5.75879396984925,2.32319321109295,0.765,5.93,0.944289772499978,0.714285714285714,5.16494845360825,3.57073001893807,0.725490196078431,5.96078431372549,4.20653573071335,0.747443977591036,5.70363168429575,2.76118718331109
"69",70,"Masculin",33,50,25,77,70,44,10,15,46.25,34.75,0.83,4.63,1.166087347,0.705,4.04,0.607466804999995,0.702127659574468,4.12765957446809,1.74755347339428,0.679245283018868,4.04716981132075,1.68677292167039,0.729093235648334,4.21120734644721,1.30197013676617
"70",71,"Feminin",70,60,50,70,50,60,10,50,62.5,42.5,0.79,4.125,2.56102143823714,0.72,3.875,1.41016394150004,0.67741935483871,2.3010752688172,2.69427508239493,0.691588785046729,4.59047619047619,3.27190210686473,0.71975203497136,3.72288786482335,2.48434064224921
"71",72,"Masculin",50,75,70,50,80,50,75,50,61.25,63.75,0.885,4.13,1.54644723199997,0.71,3.28140703517588,1.18154222600003,0.714285714285714,3.81904761904762,2.15889556380954,0.684210526315789,4.06315789473684,2.27456762105264,0.748374060150376,3.82340313724008,1.79036316071554
"72",73,"Feminin",80,90,60,70,40,70,20,60,75,47.5,0.75,4.31472081218274,3.2477512570602,0.72,3.97989949748744,1.02608611849998,0.704761904761905,3.50980392156863,2.86082330190475,0.663157894736842,4.93548387096774,2.27382760210536,0.709479949874687,4.18497702555164,2.35212206989257
"73",74,"Feminin",50,40,50,40,20,50,40,60,45,42.5,0.745,3.26,1.63675580200006,0.68,2.60804020100502,0.653362093999999,0.7,2.95555555555556,1.97577884888889,0.745454545454545,4.40366972477064,1.54739520727272,0.717613636363636,3.30681637033281,1.45332298804042
"74",75,"Masculin",95,90,95,95,85,80,90,90,93.75,86.25,0.79,3.57286432160804,1.37824783087595,0.73,2.985,0.690562537999997,0.682692307692308,4.28846153846154,1.63484822460448,0.6875,5.4375,1.59517321494334,0.722548076923077,4.07095646501739,1.32470795210594
"75",76,"Masculin",40,60,65,40,65,60,50,50,51.25,56.25,0.815,3.72361809045226,1.91596233199998,0.705,3.57,1.47988562200001,0.690721649484536,3.48453608247423,2.35996462877519,0.718446601941748,5.12621359223301,2.27860410762572,0.732292062856571,3.97609194128987,2.00860417260022
"76",77,"Masculin",75,80,75,90,50,60,55,50,80,53.75,0.67,5,2.01730942777972,0.71,4.575,0.762627138500002,0.614678899082569,4.76146788990826,1.77333244587153,0.725274725274725,5.61538461538461,1.61050566373624,0.679988406089324,4.98796312632322,1.54094366897187
"77",78,"Masculin",85,85,50,90,85,72,80,90,77.5,81.75,0.865,5.72,1.226801381,0.74,5.62311557788945,0.792953721000007,0.702127659574468,5.35106382978723,2.3934018765958,0.69811320754717,6.08490566037736,2.07478111415093,0.751310216780409,5.69477126701351,1.62198452318668
"78",79,"Feminin",60,40,50,60,40,70,40,50,52.5,50,0.615,4.62626262626263,1.68594944702289,0.755,4.66834170854271,0.883431445999993,0.614583333333333,4.35416666666667,2.06590243229163,0.692307692307692,5.21359223300971,2.16961588749999,0.669222756410256,4.71559080862043,1.70122480320363
"79",80,"Masculin",60,70,70,60,80,70,70,80,65,75,0.805,4.47,1.67633780249998,0.71,4.1105527638191,0.925372136500008,0.651685393258427,4.32584269662921,2.28664492921346,0.738738738738739,5.34259259259259,1.8640531396396,0.726356032999291,4.56224701326023,1.68810200196326
"80",81,"Masculin",70,70,70,50,70,70,70,70,65,70,0.76,4.10204081632653,2.52490918949999,0.735,5.26262626262626,1.21363721399999,0.705357142857143,5.3963963963964,1.87812262482216,0.693181818181818,5.23255813953488,1.72138533416919,0.72338474025974,4.99840540372102,1.83451359062283
"81",82,"Feminin",80,80,70,90,90,80,70,80,80,80,0.805,5.315,1.22555169900004,0.71,4.955,0.626024405499986,0.685185185185185,5.06481481481481,3.11558752514504,0.717391304347826,5.87912087912088,4.10673774586174,0.729394122383253,5.30348392348392,2.2684753438767
"82",83,"Masculin",68,72,50,26,85,50,59,30,54,56,0.855,5.61111111111111,1.75162083138236,0.725,3.265,0.977837170999955,0.67741935483871,5.05376344086022,2.33575109003958,0.719626168224299,5.2803738317757,2.48814251453772,0.744261380765752,4.80256209593676,1.8883379017399
"83",84,"Masculin",70,75,65,65,52,70,65,50,68.75,59.25,0.73,4.175,1.58197562749999,0.72,4.3,1.253189347,0.692307692307692,4.57692307692308,2.20919093461533,0.708333333333333,4.5625,1.95945341874996,0.712660256410256,4.40360576923077,1.75095233196632
"84",85,"Feminin",65,70,50,55,50,50,40,60,60,50,0.81,4.1105527638191,2.30088670440506,0.715,3.59798994974874,1.172100305,0.691588785046729,3.81308411214953,4.08267129532712,0.720430107526882,4.59340659340659,2.81012573118282,0.734254723143403,4.02875835478099,2.59144600897875
"85",86,"Masculin",75,70,70,90,75,70,70,90,76.25,76.25,0.865,5.9,1.48936898612618,0.695,5.07035175879397,0.864007524000012,0.701030927835051,6.01030927835052,1.41679537571199,0.718446601941748,6.29126213592233,1.12745272112413,0.7448693824442,5.8179807932667,1.22440615174058
"86",87,"Feminin",50,70,50,75,55,60,45,60,61.25,55,0.795,3.98,1.45142807491977,0.75,2.495,0.825584634500015,0.690721649484536,4.01041666666667,2.45187359534913,0.747572815533981,4.86274509803922,2.44200842697531,0.745823616254629,3.83704044117647,1.79272368293606
"87",88,"Masculin",45,45,70,45,20,20,45,20,51.25,26.25,0.54,2.99497487437186,0.936779972499974,0.7,3.49,0.972664925000004,0.712765957446808,5.37234042553191,1.90945038169283,0.707547169811321,4.71698113207547,2.74737277817639,0.665078281814532,4.14357410799481,1.6415670143423
"88",89,"Feminin",50,65,60,60,50,60,65,65,58.75,60,0.49,4.15075376884422,1.67312657554718,0.69,4.43,0.970762018499995,0.663265306122449,4.1734693877551,2.16524106702447,0.676470588235294,4.98039215686275,2.46308693601046,0.629933973589436,4.43365382836552,1.81805414927053
"89",90,"Masculin",30,75,95,50,60,75,80,60,62.5,68.75,0.71,3.81909547738693,2.00581350796429,0.7,4.5,0.870798304999992,0.72,5.47,3.13845174300001,0.74,4.18,2.516185379,0.7175,4.49227386934673,2.13281223374107
"90",91,"Feminin",90,75,55,65,65,70,50,70,71.25,63.75,0.845,4.085,2.18088153623023,0.715,4.11,1.01493930599998,0.690909090909091,2.69090909090909,2.68761601909092,0.711111111111111,4.82222222222222,2.1161089588889,0.740505050505051,3.92703282828283,1.99988645505251
"91",92,"Masculin",90,75,60,80,80,75,60,66,76.25,70.25,0.905,5.75126903553299,2.34972295799997,0.73,4.285,1.02754057049999,0.717171717171717,4.08163265306122,2.00754919494948,0.712871287128713,5.41,2.40080387821782,0.766260751075107,4.88197542214855,1.94640415041682
"92",93,"Masculin",75,66,90,90,70,40,90,75,80.25,68.75,0.705,3.375,2.14878885495252,0.685,2.63959390862944,0.790929339999984,0.708333333333333,5.34736842105263,2.32988313854165,0.711538461538462,4.88461538461539,3.09798349326925,0.702467948717949,4.06164442857436,2.09189620669085
