"","subj","gender","mem_pre","vis_pre","gdp_pre","cal_pre","mem_post","vis_post","gdp_post","cal_post","avg_pre","avg_post","mem_acc","mem_conf","mem_rt","vis_acc","vis_conf","vis_rt","gdp_acc","gdp_conf","gdp_rt","cal_acc","cal_conf","cal_rt","avg_acc","avg_conf","avg_rt"
"252",257,"Feminin",78,95,35,50,85,51,10,35,64.5,45.25,0.79,4.93,1.9598302805,0.715,3.95,0.794155290500003,0.704761904761905,3.85576923076923,3.0139350532454,0.673684210526316,5.41573033707865,2.76970033646575,0.720861528822055,4.53787489196197,2.13440524017779
"253",258,"Feminin",96,80,70,80,70,50,40,60,81.5,55,0.8,5.12,1.80909453823397,0.745,4.605,1.02357049750001,0.663461538461538,4.11538461538461,1.96135444967563,0.71875,5.78125,2.6714994446121,0.731802884615385,4.90540865384615,1.86637973250543
"254",259,"Feminin",60,60,70,90,10,20,10,90,70,32.5,0.72,3.40201005025126,1.10168824600004,0.745,4.195,0.825745413500006,0.660869565217391,3.44347826086957,1.68282987739134,0.705882352941177,6.08235294117647,3.44180327058824,0.707937979539642,4.28071031307432,1.76301670186991
"255",260,"Feminin",80,70,25,20,75,55,15,55,48.75,50,0.875,4.98994974874372,1.44787522020871,0.705,4.41708542713568,1.06642440200003,0.714285714285714,4.0989010989011,1.83105550879114,0.73394495412844,5.01834862385321,2.18612143394497,0.757057667103539,4.63107122465843,1.63286914123621
"256",261,"Masculin",80,75,70,60,60,65,60,70,71.25,63.75,0.805,5.305,2.08398940599998,0.72,5.075,1.191403352,0.675675675675676,5.00900900900901,1.9400421990991,0.685393258426966,4.79775280898876,2.7886375235955,0.721517233525661,5.04669045449944,2.00101812017364
"257",262,"Feminin",80,60,85,70,85,30,70,80,73.75,66.25,0.87,4.49748743718593,2.42240953240612,0.725,3.64321608040201,1.08308170099998,0.6875,4.3956043956044,5.271324939343,0.644230769230769,5.72549019607843,4.09161831796296,0.731682692307692,4.56544952731769,3.21710862267802
"258",263,"Feminin",60,70,50,70,30,60,65,70,62.5,56.25,0.765,4.07,1.77191337250001,0.73,3.8643216080402,0.699929978500018,0.694444444444444,4.12037037037037,1.6457530093255,0.717391304347826,5.49450549450549,1.82663776798992,0.726708937198068,4.38729936822902,1.48605853207886
"259",264,"Masculin",80,70,85,75,85,60,70,55,77.5,67.5,0.855,5.13846153846154,2.09962535331335,0.73,3.01,1.32215529500001,0.702970297029703,4.64356435643564,1.95094056927115,0.747474747474748,4.39393939393939,2.62828471110505,0.758861261126113,4.29649132220914,2.00025148217239
"260",265,"Masculin",45,60,70,50,40,55,60,50,56.25,51.25,0.74,3.62051282051282,2.32367691,0.725,3.8,1.24452226049999,0.663265306122449,5.45918367346939,3.16115242142852,0.696078431372549,4.83333333333333,3.33012885098035,0.706085934373749,4.42825745682889,2.51487011072722
"261",266,"Feminin",60,60,40,40,65,65,30,35,50,48.75,0.8,2.89230769230769,1.49740340979354,0.73,3.25,0.875968906500029,0.691588785046729,2.20560747663551,2.07646670289882,0.731182795698925,3.76923076923077,1.63946693314,0.738192895186413,3.02928648454349,1.5223264880831
"262",267,"Masculin",33,50,75,55,51,55,65,55,53.25,56.5,0.615,3.08,1.90597454500002,0.705,4.2741116751269,1.22722671350002,0.696969696969697,4.29787234042553,2.7403335737374,0.683168316831683,4.18556701030928,2.4197025059406,0.675034503450345,3.95938775646543,2.07330933454451
"263",268,"Masculin",70,80,60,95,60,70,65,85,76.25,70,0.645,4.84,1.83545418697907,0.695,5.115,0.833798692999967,0.707547169811321,5.24528301886792,1.82762797924423,0.712765957446808,6.41489361702128,2.02321934583465,0.690078281814532,5.4037941589723,1.63002505126448
"264",269,"Masculin",75,70,67,60,75,57,55,67,68,63.5,0.91,5.55,1.36018037650002,0.725,4.73,0.728812275500004,0.715789473684211,4.53191489361702,3.88197301207517,0.695238095238095,4.36538461538461,3.18512881058215,0.761506892230576,4.79432487725041,2.28902361866434
"265",270,"Masculin",80,80,70,70,60,75,40,70,75,61.25,0.65,4.57070707070707,2.10622231643829,0.72,5.66331658291457,0.753275127500005,0.727272727272727,4.30612244897959,3.0174572906479,0.683168316831683,5.61386138613861,3.17554597860687,0.695110261026103,5.03850187218496,2.26312517829827
"266",271,"Feminin",20,50,50,60,60,40,15,30,45,36.25,0.85,3.98,1.59935751705442,0.7,2.98492462311558,0.634322339499997,0.650485436893204,3.66990291262136,2.47566708726628,0.721649484536082,3.97916666666667,3.22238659142122,0.730533730357322,3.6534985506009,1.98293338381048
"267",273,"Feminin",85,65,50,60,70,50,55,65,65,60,0.865,5.34673366834171,1.64300411300002,0.71,2.59798994974874,1.344768312,0.741573033707865,3.71910112359551,2.15432647640447,0.702702702702703,5.16666666666667,3.34434919369371,0.754818934102642,4.20762285208816,2.12161202377455
"268",274,"Feminin",65,75,55,55,85,30,20,55,62.5,47.5,0.895,4.90954773869347,1.62712999099997,0.725,2.41,1.12737399400004,0.731958762886598,4.13541666666667,1.72870913508663,0.70873786407767,5.3921568627451,1.67994922534105,0.765174156741067,4.21178031702631,1.54079058635692
"269",275,"Masculin",75,65,70,75,55,60,55,60,71.25,57.5,0.73,3.12,3.07562704499998,0.72,2.84,1.70764219550001,0.693693693693694,3.6036036036036,3.47082846478282,0.719101123595506,4.51724137931035,3.80802668932611,0.7156987043223,3.52021124572849,3.01553109865223
"270",276,"Masculin",70,60,65,80,40,60,45,50,68.75,48.75,0.71,4.54040404040404,1.6486448546477,0.74,3.84,0.542709552000033,0.6875,4.07291666666667,0.947354224999988,0.701923076923077,4.28846153846154,0.769263516346218,0.709855769230769,4.18544556138306,0.976993036998485
"271",277,"Masculin",60,80,50,50,90,80,60,90,60,80,0.755,5.26,1.53560171700003,0.71,4.37878787878788,0.936634471500008,0.608695652173913,3,0.94919854447137,0.712962962962963,5.49074074074074,0.733834525381781,0.696664653784219,4.53238215488216,1.0388173145883
"272",278,"Masculin",85,75,65,80,80,50,70,70,76.25,67.5,0.905,5.46969696969697,2.11970792665981,0.775,2.16,1.16822831250005,0.701149425287356,3.09411764705882,4.66334237931035,0.716814159292035,3.7787610619469,5.30449448230089,0.774490896144848,3.62564391967567,3.31394327519277
"273",279,"Masculin",50,70,50,60,50,70,60,40,57.5,55,0.825,4.04,1.72724989900002,0.72,3.68,1.20851750000003,0.712765957446808,3.82978723404255,3.39312162765947,0.707547169811321,4.54716981132075,3.2240940556604,0.741328281814532,4.02423926134083,2.38824577057998
"274",280,"Masculin",70,50,70,75,60,50,70,75,66.25,63.75,0.785,4.61,2.64204766996633,0.725,4.24120603015075,1.2541379955,0.698924731182796,4.46236559139785,2.40498590138528,0.728971962616822,5.89719626168224,3.07582850859016,0.734474173449905,4.80269197080771,2.34425001886044
"275",281,"Masculin",80,80,90,90,33,25,40,70,85,42,0.71,5.03517587939699,1.71193687699999,0.725,3.9,1.10600684850004,0.681818181818182,4.18518518518519,2.13533369553763,0.722222222222222,5.96629213483146,3.50886811414648,0.709760101010101,4.77166329985341,2.11553638379604
"276",282,"Masculin",95,85,75,75,50,85,80,65,82.5,70,0.86,3.78461538461538,2.6789158434189,0.74,4.17085427135678,1.15078694900001,0.744897959183674,3.79591836734694,3.27820559001273,0.705882352941177,4.08910891089109,2.84821949522326,0.762695078031213,3.96012423355255,2.48903196941372
"277",283,"Masculin",60,60,60,50,65,70,50,60,57.5,61.25,0.815,5.27272727272727,1.82502784850002,0.735,4.74874371859296,1.00006184550002,0.75,4.30434782608696,2.13496190000004,0.722222222222222,4.46296296296296,1.98175239629634,0.755555555555556,4.69719544509254,1.73545099757411
"278",284,"Feminin",75,75,50,80,25,75,10,70,70,45,0.735,3.7979797979798,2.31426694424513,0.74,3.51256281407035,1.421598677,0.683673469387755,3.52577319587629,2.53128330612242,0.725490196078431,5.29411764705882,2.44248509607845,0.721040916366547,4.03260836374632,2.1774085058615
"279",285,"Masculin",50,50,50,50,30,60,75,70,50,58.75,0.645,3.21105527638191,1.24010907649995,0.73,3.36,0.689487696000042,0.704761904761905,5.40952380952381,1.67816168190474,0.747368421052632,5.16842105263158,1.68667474315797,0.706782581453634,4.28725003463432,1.32360829939067
"280",286,"Masculin",75,70,20,20,50,60,15,75,46.25,50,0.835,5.35678391959799,1.67395227800006,0.7,3.78787878787879,1.39166491599998,0.683168316831683,4.34343434343434,2.54375811980201,0.696969696969697,5.72340425531915,2.97520054747476,0.728784503450345,4.80287532655757,2.1461439653192
"281",287,"Feminin",80,70,50,50,75,60,40,50,62.5,56.25,0.845,4.905,1.43339185431777,0.7,4.395,1.17858506499996,0.655913978494624,4.49450549450549,2.26719930223676,0.728971962616822,5.27102803738318,2.14331640581854,0.732471485277862,4.76638338297217,1.75562315684326
"282",288,"Feminin",60,70,50,30,70,40,30,30,52.5,42.5,0.82,3.825,2.01952637755602,0.725,2.99,0.669125583500008,0.75,3.98863636363636,3.44623612855833,0.705357142857143,3.71171171171171,2.95170974046381,0.750089285714286,3.62883701883702,2.27164945751954
"283",289,"Feminin",80,80,60,60,60,70,10,80,70,55,0.835,5.085,2.07413322950001,0.735,3.91457286432161,1.06650584700001,0.604395604395604,1.30769230769231,0.603121256451591,0.73394495412844,5.25688073394495,0.987478475462872,0.727085139631011,3.89103647648972,1.18280970210362
"284",290,"Masculin",75,90,80,90,35,85,50,60,83.75,57.5,0.765,4.26288659793814,2.0863968759495,0.705,5.19,0.931754226499975,0.681318681318681,4.66292134831461,2.20967398886545,0.678899082568807,5.66666666666667,2.17096778117423,0.707554440971872,4.94561865322985,1.84969821812229
"285",291,"Masculin",50,50,80,80,35,80,75,50,65,60,0.71,4.12626262626263,1.9619072217196,0.715,6.30653266331658,1.13798096400003,0.715686274509804,5.86,2.25671427928362,0.704081632653061,6.30612244897959,2.51389622647523,0.711191976790716,5.6497294346397,1.96762467286962
"286",292,"Feminin",100,80,60,80,55,30,60,70,80,53.75,0.685,4.31155778894472,2.32589310732233,0.71,2.245,0.98973216649998,0.731958762886598,3.70833333333333,2.71338522992076,0.718446601941748,5.52427184466019,2.79903497653157,0.711351341207086,3.94729074173456,2.20701137006866
"287",293,"Feminin",75,65,60,60,50,70,40,50,65,52.5,0.765,4.7286432160804,1.74814607049995,0.69,5.36,1.23701524049997,0.739130434782609,3.46153846153846,2.31127827756068,0.712962962962963,5.31132075471698,3.38450704040047,0.726773349436393,4.71537560808396,2.17023665724027
"288",294,"Masculin",70,75,80,80,60,60,65,70,76.25,63.75,0.71,4.885,1.25872842285159,0.715,4.515,0.853162761999984,0.721649484536082,4.51041666666667,1.78387375059904,0.718446601941748,5.54368932038835,1.38268598590044,0.716274021619458,4.86352649676375,1.31961273033776
"289",295,"Masculin",50,60,75,60,65,70,45,75,61.25,63.75,0.765,5.20603015075377,1.95975377661901,0.73,4.1734693877551,1.72889054100001,0.708333333333333,4.48387096774194,3.89288382762591,0.721153846153846,5.63461538461539,3.594168575294,0.731121794871795,4.87449647271655,2.79392418013473
"290",296,"Feminin",45,55,30,50,50,35,30,80,45,48.75,0.775,4.95408163265306,1.56131104133879,0.69,3.94,0.660310203499998,0.653061224489796,4.81632653061224,1.78434338394744,0.676470588235294,6.03921568627451,2.22371547129992,0.698632953181272,4.93740596238495,1.55742002502154
"291",298,"Feminin",75,80,75,40,80,40,75,60,67.5,63.75,0.85,5.46733668341709,1.77588837256329,0.69,4.46733668341709,1.08352473199992,0.733333333333333,4.6,1.63580793630573,0.726315789473684,5.43157894736842,1.58845057594701,0.749912280701754,4.99156307855065,1.52091790420399
"292",299,"Feminin",75,70,60,70,70,75,60,80,68.75,71.25,0.79,4.17,1.3695824715,0.695,4.62,0.862297000000026,0.688679245283019,4.16981132075472,1.67656307474311,0.734042553191489,5.75531914893617,1.49461115611922,0.726930449618627,4.67878261742272,1.35076342559059
"293",300,"Feminin",70,80,50,60,70,40,10,60,65,45,0.89,5.37688442211055,1.80043548724868,0.72,4.775,0.657370705000058,0.7,3.03333333333333,2.14026062177438,0.736363636363636,4.51818181818182,2.62006607635128,0.761590909090909,4.42584989340643,1.8045332225936
"294",301,"Feminin",75,70,63,65,70,60,40,50,68.25,55,0.845,4.50251256281407,1.88257537899998,0.735,4.17,1.3636133765,0.710280373831776,3.09345794392523,4.83218297196264,0.67741935483871,3.29347826086957,6.85145144408604,0.741924932167621,3.76486219190222,3.73245579288717
"295",302,"Masculin",62,75,80,65,70,60,90,75,70.5,73.75,0.77,3.94416243654822,1.80124467814269,0.725,3.28,1.23330409500002,0.714285714285714,5.36936936936937,2.17452305843596,0.704545454545455,5.45977011494253,2.61713852569005,0.728457792207792,4.51332548021503,1.95655258931718
"296",303,"Masculin",80,80,80,90,55,71,79,77,82.5,70.5,0.74,5.1,1.77952311200002,0.72,5.678391959799,1.46619624349998,0.711538461538462,6.46078431372549,2.42038905288461,0.6875,6.23958333333333,3.12213842708336,0.714759615384615,5.86968990171445,2.19706170886699
"297",304,"Masculin",80,65,72,60,42,68,57,85,69.25,63,0.78,4.08,2.72218079924655,0.7,4.4,0.800399851000029,0.715596330275229,4.54285714285714,2.8669453814341,0.703296703296703,5.23076923076923,3.87149765581864,0.724723258392983,4.56340659340659,2.56525592187483
"298",305,"Masculin",50,50,50,80,40,50,40,70,57.5,50,0.73,3.055,1.2505039845,0.72,4.09644670050761,0.957366206500076,0.730769230769231,5.06730769230769,2.28206155883899,0.729166666666667,5.4375,4.84620868773524,0.727483974358974,4.41406359820383,2.33403510939358
"299",306,"Feminin",80,70,80,90,70,60,65,75,80,67.5,0.79,4.76344086021505,1.5404129952469,0.705,2.815,1.21593208900004,0.701923076923077,3.09615384615385,2.30709458366566,0.729166666666667,4.78125,2.12096436908056,0.731522435897436,3.86396117659223,1.79610100924829
"300",307,"Feminin",60,50,20,60,70,60,10,30,47.5,42.5,0.785,4.41,1.08808152787321,0.73,3.5,0.923708520999972,0.729166666666667,1.87368421052632,1.6252195573027,0.701923076923077,3.95192307692308,2.16872527865806,0.736522435897436,3.43390182186235,1.45143372120849
"301",308,"Feminin",93,87,38,85,67,75,20,30,75.75,48,0.815,5.49246231155779,1.43290110481103,0.75,4.63,1.03940005450002,0.684782608695652,3.48913043478261,1.32483218778548,0.740740740740741,4.57943925233645,1.20410104184257,0.747630837359098,4.54775799966921,1.25030859723477
"302",309,"Feminin",75,69,90,91,49,63,73,79,81.25,66,0.755,3.95477386934673,1.86969120349997,0.72,4.92964824120603,1.19630809800001,0.714285714285714,5.46666666666667,1.91812720666668,0.715789473684211,6.14893617021277,1.8201011926316,0.726268796992481,5.12500623685805,1.70105692519956
"303",310,"Feminin",60,60,30,40,40,55,70,65,47.5,57.5,0.725,3.885,1.52062112983321,0.72,3.715,0.880275565999932,0.704347826086957,5.4695652173913,1.5106604626808,0.705882352941177,6.08235294117647,1.51130170689311,0.713807544757033,4.78797953964194,1.35571471635176
"304",311,"Feminin",70,65,60,80,60,70,30,70,68.75,57.5,0.74,3.63,1.26782988656846,0.745,3.935,0.807946247500002,0.745283018867924,4.09523809523809,3.0509112141261,0.74468085106383,4.71428571428571,4.12535549716887,0.743740967482938,4.09363095238095,2.31301071134086
"305",312,"Feminin",70,50,40,80,20,40,60,40,60,40,0.735,4.27638190954774,1.82351988954532,0.71,4.56,1.22938626300005,0.677777777777778,4.44444444444444,2.67923026342497,0.636363636363636,5.30909090909091,2.38193868009979,0.689785353535354,4.64747931577077,2.02851877401753
"306",313,"Masculin",70,70,80,80,50,75,60,85,75,67.5,0.75,5.20100502512563,2.22049442557205,0.725,5.75,0.792092887500001,0.669902912621359,5.5631067961165,2.48562093883493,0.721649484536082,6.37113402061856,2.55040337422673,0.71663809928936,5.72131146046517,2.01215290653343
"307",314,"Masculin",30,50,80,70,50,70,40,30,57.5,47.5,0.595,3.90909090909091,1.49218677233045,0.725,4.88,0.945574802499987,0.682692307692308,4.94230769230769,1.26936180923244,0.739583333333333,4.78947368421053,1.49963430509446,0.68556891025641,4.63021807140228,1.30168942228933
"308",315,"Feminin",60,65,70,45,35,20,30,20,60,26.25,0.785,4.06,1.45939005138238,0.725,3.08,1.11516240849999,0.628318584070796,4.61061946902655,2.15942133185208,0.666666666666667,4.79310344827586,2.34239529528011,0.701246312684366,4.1359307293256,1.76909227175364
"309",316,"Masculin",45,50,60,70,30,55,45,75,56.25,51.25,0.745,3.51,1.8494519801789,0.72,3.64,1.18117582699999,0.738738738738739,4.6697247706422,2.49864834948215,0.741573033707865,4.96590909090909,2.63065729817094,0.736327943111651,4.19640846538782,2.039983363708
"310",317,"Feminin",70,65,50,75,65,55,20,30,65,42.5,0.785,5.335,1.40916501149999,0.725,5.20812182741117,0.731982521500001,0.602040816326531,3.97959183673469,2.10368089789546,0.754901960784314,5.73529411764706,1.96324970197476,0.716735694277711,5.06450194544823,1.55201953321755
"311",318,"Masculin",60,70,80,70,75,65,80,65,70,71.25,0.815,4.6969696969697,1.96471882096136,0.74,5.03,0.907477419999982,0.691588785046729,6.32075471698113,2.3482891846924,0.56989247311828,5.9247311827957,2.33310971950397,0.704120314541252,5.49311389918663,1.88839878628943
"312",319,"Feminin",65,85,56,60,85,63,55,62,66.5,66.25,0.85,5.51,1.37664556650002,0.72,4.22335025380711,0.89661560950002,0.700934579439252,4.69158878504673,1.47480350654199,0.709677419354839,5.95652173913043,1.29289289892474,0.745152999698523,5.09536519449607,1.26023939536669
"313",320,"Feminin",20,30,20,10,20,40,30,20,20,27.5,0.79,4.74,1.73342589059182,0.73,4.565,0.864440041999998,0.652173913043478,5.01086956521739,1.5451519619565,0.731481481481482,5.08333333333333,1.83407456111112,0.72591384863124,4.84980072463768,1.49427311391486
"314",321,"Feminin",60,80,50,80,50,50,20,50,67.5,42.5,0.75,4.89,2.09740795150001,0.7,5.72,1.12472618599999,0.701923076923077,5.56730769230769,2.3304790163461,0.729166666666667,6.05208333333333,3.19323791770831,0.720272435897436,5.55734775641026,2.1864627678886
"315",323,"Feminin",70,75,60,80,40,45,50,50,71.25,46.25,0.69,3.5959595959596,2.15777761917996,0.71,4.345,0.826875139999965,0.716981132075472,4.25242718446602,3.73397995245406,0.691489361702128,5.51612903225806,3.34291747605417,0.7021176234444,4.42737895317092,2.51538754692204
"316",324,"Feminin",80,80,50,50,65,60,50,55,65,57.5,0.84,5.4040404040404,2.11497466437354,0.75,4.41708542713568,0.740573824,0.677083333333333,4.70967741935484,2.87520934693814,0.701923076923077,5.73737373737374,3.0332631090871,0.742251602564103,5.06704424697616,2.1910052360997
"317",325,"Feminin",80,80,70,80,70,70,60,60,77.5,65,0.805,4.23115577889447,0.924167548860437,0.72,3.85,0.601771950499981,0.720930232558139,4.54117647058824,1.05562975787171,0.684210526315789,5.10526315789474,1.12089705263955,0.732535189718482,4.43189885184436,0.925616577467921
"318",326,"Feminin",75,60,30,80,35,60,35,50,61.25,45,0.82,4.09,1.61420976593494,0.71,3.77889447236181,0.998720437999991,0.711340206185567,3.57291666666667,1.62923468350523,0.728155339805825,5.38834951456311,2.17822216019423,0.742373886497848,4.2075401633979,1.6050967619086
"319",327,"Masculin",60,50,70,70,20,40,70,60,62.5,47.5,0.725,5.435,1.395518469,0.715,4.075,1.096226765,0.771739130434783,5.92391304347826,2.19288063260867,0.685185185185185,5.94444444444444,2.56716585092594,0.724231078904992,5.34458937198068,1.81294792938365
"320",328,"Feminin",75,80,65,60,90,60,60,75,70,71.25,0.895,5.3,1.73396833736978,0.72,2.99,0.868463769500026,0.714285714285714,4.47572815533981,2.6410827506953,0.747368421052632,5.31182795698925,3.00854861518219,0.769163533834586,4.51938902808226,2.06301586818683
"321",329,"Feminin",80,70,20,65,76,85,30,65,58.75,64,0.825,4.41,1.71677116549999,0.71,4.485,0.866503268999986,0.711340206185567,2.15789473684211,1.75352596414559,0.747572815533981,5.83168316831683,1.9392761651213,0.748478255429887,4.22114447628973,1.56901914094172
"322",330,"Masculin",80,70,60,60,80,80,80,80,67.5,80,0.785,4.51,1.47027416780899,0.71,4.74,0.931016926000007,0.704545454545455,4.29885057471264,1.51031012132941,0.696428571428571,4.82882882882883,2.64508540102554,0.723993506493506,4.59441985088537,1.63917165404099
